Contig	T0.R.Dry.soil.A	T0.R.Dry.soil.B	T0.R.Dry.soil.C	T1.R.H218O.A	T1.R.H218O.B	T1.R.H218O.C	T1.R.H218O.P.A	T1.R.H218O.P.B	T1.R.H218O.P.C	T1.R.H2O.A	T1.R.H2O.B	T1.R.H2O.C	T1.R.H2O.P.A	T1.R.H2O.P.B	T1.R.H2O.P.C	T2.R.H218O.A	T2.R.H218O.B	T2.R.H218O.C	T2.R.H218O.P.A	T2.R.H218O.P.B	T2.R.H218O.P.C	T2.R.H2O.A	T2.R.H2O.B	T2.R.H2O.C	T2.R.H2O.P.A	T2.R.H2O.P.B	T2.R.H2O.P.C	T3.R.H218O.A	T3.R.H218O.B	T3.R.H218O.C	T3.R.H218O.P.A	T3.R.H218O.P.B	T3.R.H218O.P.C	T3.R.H2O.A	T3.R.H2O.B	T3.R.H2O.C	T3.R.H2O.P.A	T3.R.H2O.P.B	T3.R.H2O.P.C	Class	Order	host	Phylum
T1-R-H2O-A_NODE_9304_length_1008_cov_2.362860	0	0	0	0	0	0	0	0	0	198.84573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_9425_length_1004_cov_5.055734	0	0	0	65.3527	0	0	0	205.33235	551.2304	0	0	0	417.53857	112.398705	429.98163	125.61684	0	0	113.684875	0	0	0	0	0	525.5106	0	267.90665	0	0	0	68.62923	482.50092	0	0	0	0	198.35686	119.757835	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_9546_length_1001_cov_1.898925	0	0	0	0	0	0	0	0	0	111.24237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_9778_length_994_cov_1.689057	0	0	0	0	0	0	0	0	0	168.03867	239.24092	0	0	0	0	0	0	0	0	0	0	0	0	145.82208	0	0	0	0	0	0	0	0	0	0	116.605835	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_9787_length_993_cov_6.338395	0	0	0	0	0	0	0	0	789.5603	257.91876	0	0	633.24585	754.1815	500.3666	0	0	0	206.8996	0	0	0	0	0	0	395.51	0	0	0	0	0	0	0	276.79834	0	119.24195	0	378.38892	0	Leviviricetes	Levivirales	NA	Lenarviricota
T1-R-H2O-A_NODE_10202_length_982_cov_4.138310	315.98563	271.81006	171.0064	0	0	0	0	136.4561	93.92996	294.82626	128.2047	0	0	0	389.8469	0	0	0	0	58.457935	0	278.88898	126.13901	118.083206	59.042175	127.253746	143.1795	0	115.87732	0	0	0	0	452.77765	118.03075	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_10329_length_979_cov_2.004405	163.58911	0	118.75183	117.28773	172.2804	113.842354	0	0	0	159.23907	85.73171	103.42493	0	0	0	0	0	0	0	0	0	0	0	78.96337	0	0	0	0	0	0	0	0	73.910645	462.4227	118.39244	215.97704	31.909357	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_10441_length_976_cov_2.396685	0	0	0	100.841354	0	0	0	337.95688	0	319.4571	0	0	0	0	0	0	0	0	0	0	71.56159	0	78.101204	0	0	0	0	0	0	0	0	0	0	0	0	0	56.01302	0	0	Tolucaviricetes	Tolivirales	Bacteria	Kitrinoviricota
T1-R-H2O-A_NODE_10577_length_972_cov_2.782464	0	0	0	0	0	0	0	127.25536	0	458.24533	0	0	0	0	0	0	57.560123	0	0	0	0	0	0	119.29806	0	0	0	0	0	0	0	0	42.538815	74.85314	0	0	88.38269	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T1-R-H2O-A_NODE_11865_length_942_cov_2.768083	0	0	0	0	0	0	0	0	0	531.94403	296.99698	80.615456	301.97778	76.23413	276.69852	0	201.93703	612.7837	0	0	185.36122	0	0	0	0	0	0	1555.0189	0	0	0	0	54.866943	0	0	0	0	0	0	Tolucaviricetes	Tolivirales	Fungi	Kitrinoviricota
T1-R-H2O-A_NODE_11932_length_941_cov_1.408046	42.548817	0	0	0	134.42813	0	0	0	0	236.67082	0	215.20299	0	0	0	0	202.15163	0	0	0	59.378624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.8795	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_12170_length_935_cov_3.940972	0	0	0	0	0	0	116.24301	0	172.64026	559.7454	0	189.51097	176.13812	351.10797	69.69251	0	0	0	0	130.46748	0	0	132.47969	206.69824	105.41712	95.464615	254.98666	0	0	0	42.988075	100.74321	0	198.8612	92.97288	0	167.05487	273.26563	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_13299_length_914_cov_2.073547	0	0	0	0	0	48.77534	0	0	0	170.56352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.67188	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_13652_length_907_cov_3.358852	0	0	0	0	0	0	0	0	0	552.47107	185.07463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Alsuviricetes	Martellivirales	NA	Kitrinoviricota
T1-R-H2O-A_NODE_13716_length_906_cov_2.061078	0	0	0	0	0	0	0	0	0	294.97647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.62166	0	0	0	118.820435	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_13898_length_902_cov_3.108303	0	0	0	0	0	0	0	0	0	592.5691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_13983_length_900_cov_4.553679	0	0	0	0	0	0	0	0	0	742.3574	0	0	0	0	0	0	0	160.34506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.427402	0	107.32055	244.33241	86.77573	0	3540.2122	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T1-R-H2O-A_NODE_14218_length_896_cov_1.294545	0	0	0	0	0	0	0	0	0	0	0	0	50.128597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.54027	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H2O-A_NODE_14421_length_892_cov_3.166870	0	0	0	0	0	0	0	0	0	199.73743	0	0	0	0	0	0	0	0	0	0	70.47051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_14585_length_889_cov_9.866748	0	0	0	0	0	0	0	0	0	100.20573	0	0	0	69.23916	0	0	0	0	0	0	0	0	107.180504	0	0	0	0	0	0	0	0	0	0	345.5538	0	0	0	0	0	Leviviricetes	Levivirales	NA	Lenarviricota
T1-R-H2O-A_NODE_14913_length_884_cov_2.688807	0	0	0	0	0	0	0	0	0	0	0	143.1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_15080_length_881_cov_2.295062	0	0	0	0	0	0	0	0	0	189.59187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.4498	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_15923_length_867_cov_3.332915	0	0	0	0	178.32446	0	0	0	0	488.05505	354.95764	0	0	0	0	0	322.65533	221.93088	105.31914	0	0	180.50352	175.8403	0	0	0	0	0	0	0	0	0	0	223.78241	200.52972	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_16571_length_857_cov_10.837150	0	0	0	0	0	0	0	0	0	675.65784	212.19514	88.61115	0	0	0	0	0	0	0	0	0	319.56708	333.54776	0	0	0	0	354.51126	0	0	80.4011	0	0	207.52751	225.41072	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T1-R-H2O-A_NODE_16926_length_852_cov_3.668374	0	0	0	0	0	0	0	157.27687	0	0	0	0	0	0	152.96361	296.05472	0	0	294.7267	0	0	0	0	0	0	0	0	0	0	0	451.54056	0	0	0	0	0	0	246.96538	0	Duplopiviricetes	Durnavirales	Fungi	Pisuviricota
T1-R-H2O-A_NODE_16944_length_852_cov_2.539052	0	0	0	0	0	0	0	0	0	418.22952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980.2995	Chrymotiviricetes	Ghabrivirales	Fungi	Duplornaviricota
T1-R-H2O-A_NODE_17985_length_837_cov_9.891645	0	0	216.06433	0	0	0	0	0	0	1662.9872	0	0	0	0	0	0	0	0	0	0	0	0	79.68749	0	0	0	0	0	0	0	0	0	0	115.90165	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_18091_length_836_cov_2.499346	0	0	0	0	0	0	0	0	0	106.55848	0	60.558018	89.5439	49.085815	38.972786	0	0	0	0	137.3342	66.836464	0	45.590176	46.235134	0	0	0	0	0	0	0	0	37.094254	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_18270_length_834_cov_1.448231	0	0	108.42076	0	0	0	0	0	248.8468	146.86928	301.9113	0	610.3587	418.22995	224.63092	0	0	0	0	0	0	750.583	0	0	0	0	0	0	0	0	0	0	0	116.31856	0	0	0	78.091484	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_19311_length_821_cov_2.002667	0	77.407776	0	0	0	135.7511	0	0	0	284.82654	153.34593	0	72.943924	0	0	0	0	0	0	52.441257	0	301.81027	0	0	0	0	0	0	215.60178	0	0	98.341644	50.36264	157.54718	0	61.809948	0	109.83879	0	Duplopiviricetes	Durnavirales	Fungi	Pisuviricota
T1-R-H2O-A_NODE_19562_length_818_cov_3.143240	0	0	0	0	0	0	0	0	0	476.4519	51.30278	185.67177	0	0	0	0	0	0	0	35.089054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.094902	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_20796_length_805_cov_0.991826	0	0	0	0	0	0	0	0	0	235.1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Alsuviricetes	Tymovirales	Plants	Kitrinoviricota
T1-R-H2O-A_NODE_21806_length_794_cov_3.618257	163.88528	0	0	103.29677	0	0	0	0	0	392.68277	0	63.76134	0	0	0	0	0	0	0	0	0	0	0	0	146.04387	0	0	0	0	0	0	135.58101	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_23289_length_779_cov_3.221751	0	0	0	0	0	0	0	0	0	557.4828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_24621_length_767_cov_3.942529	0	0	0	0	0	0	0	0	0	232.28917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Alsuviricetes	Tymovirales	Fungi	Kitrinoviricota
T1-R-H2O-A_NODE_25014_length_764_cov_1.525253	0	99.81955	0	0	0	0	0	0	0	145.75081	0	0	78.38608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.06934	176.99463	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_25063_length_763_cov_3.290462	0	0	0	0	0	219.10548	0	364.75424	0	321.07205	0	0	0	0	256.20905	0	0	220.65834	478.69827	432.61172	0	0	0	341.94608	0	140.38177	0	682.6051	0	295.70792	0	0	0	487.37933	354.4532	0	0	0	0	Tolucaviricetes	Tolivirales	Fungi	Kitrinoviricota
T1-R-H2O-A_NODE_25559_length_759_cov_3.345930	52.75156	284.68518	255.28775	0	0	0	0	0	0	220.06644	202.73273	0	0	0	0	0	0	0	90.22895	0	0	103.09392	0	0	0	0	0	0	0	0	0	0	0	85.20832	0	0	0	0	244.53671	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_26128_length_755_cov_1.842105	0	0	0	0	0	0	0	0	0	162.23706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.22975	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T1-R-H2O-A_NODE_26383_length_753_cov_2.107038	0	0	0	0	0	0	0	0	0	118.30397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T1-R-H2O-A_NODE_26879_length_749_cov_2.374631	0	0	0	0	0	0	0	0	0	475.74307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433.6527	Chrymotiviricetes	Ghabrivirales	NA	Duplornaviricota
T1-R-H2O-A_NODE_27270_length_746_cov_1.954074	0	0	0	131.93185	0	0	0	138.17271	123.64507	343.31543	0	84.82993	60.208073	220.03079	0	0	0	0	122.40173	0	0	0	0	194.29913	0	119.650696	0	0	152.53555	0	123.15236	0	48.497673	65.01989	0	113.373474	0	53.725143	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_29011_length_733_cov_1.525680	150.21242	450.84482	70.49146	111.89309	383.4982	0	0	0	0	243.06383	0	172.66884	0	0	0	103.23545	0	0	0	0	0	0	51.996437	0	0	0	33.359573	0	0	0	0	0	0	121.317245	105.41718	0	58.600254	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_29510_length_729_cov_5.691489	0	0	0	0	0	0	0	0	0	1038.6895	0	0	0	0	0	0	0	0	0	157.49161	0	0	0	0	0	0	0	253.03128	0	0	31.506056	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_29533_length_729_cov_3.512158	0	0	0	0	0	0	0	0	0	519.3447	0	243.06277	123.224205	591.0498	134.07921	0	0	0	0	0	0	0	365.97217	106.04272	0	97.95272	67.085236	0	0	0	133.90073	0	0	0	211.99121	0	0	391.7182	0	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T1-R-H2O-A_NODE_30298_length_724_cov_2.238897	110.60342	105.33445	160.57741	0	0	0	64.33734	0	0	322.987	57.96364	0	0	0	0	52.259384	0	0	0	0	0	144.10365	0	0	0	0	0	0	0	0	0	0	0	44.663757	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_30684_length_721_cov_5.350769	0	0	0	0	0	0	0	0	0	123.55463	0	0	83.060974	56.915035	0	69.9691	0	0	0	0	0	0	132.1546	53.60967	32.16611	123.79947	50.872196	0	70.144264	0	0	0	0	0	107.17169	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_31259_length_718_cov_1.139104	0	0	0	0	0	0	0	0	0	124.07088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T1-R-H2O-A_NODE_32260_length_711_cov_3.246875	0	0	0	0	0	0	0	0	0	422.86185	0	267.01746	0	0	423.877	0	0	0	0	0	0	0	0	0	48.92778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Alsuviricetes	Tymovirales	NA	Kitrinoviricota
T1-R-H2O-A_NODE_33605_length_703_cov_10.405063	0	0	0	140.00166	0	0	0	0	0	506.8728	0	0	0	0	81.10553	0	0	0	0	0	0	0	108.430695	0	0	0	0	0	0	0	0	2201.2627	0	0	0	36.092438	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_34198_length_700_cov_1.950715	0	0	0	0	0	0	121.99586	58.90105	148.2416	127.26127	119.901924	0	0	293.11243	0	0	271.74954	0	0	61.506104	0	149.04434	231.40271	276.08978	248.48323	0	349.3224	0	252.87007	0	196.86784	0	251.03978	346.46313	193.17699	181.2356	178.51006	214.7087	309.33893	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_37497_length_682_cov_2.472995	0	0	0	0	0	0	0	0	0	130.62007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_38874_length_675_cov_4.756623	0	0	0	0	0	0	0	0	0	692.8669	0	0	0	0	0	0	0	0	0	0	0	502.33463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Pisoniviricetes	Picornavirales	NA	Pisuviricota
T1-R-H2O-A_NODE_39210_length_674_cov_1.859038	0	0	0	0	0	0	0	0	0	66.08523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_40662_length_667_cov_1.501678	0	0	0	0	0	0	0	0	0	150.25224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_41300_length_664_cov_1.890388	0	0	0	0	0	0	0	0	0	167.70123	0	0	0	0	0	0	0	0	103.138214	0	0	117.8438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_41532_length_663_cov_1.910473	0	0	0	0	0	0	0	124.37628	69.562004	67.18167	0	0	0	0	221.1397	76.09008	0	0	0	0	0	0	0	0	0	0	0	0	343.26254	88.77637	0	0	0	0	0	76.53992	247.36972	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H2O-A_NODE_42446_length_659_cov_2.559524	0	0	0	0	0	0	0	0	0	287.25513	0	0	0	0	234.8421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_43465_length_655_cov_1.750000	0	0	0	0	0	0	0	0	0	119.00386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T1-R-H2O-A_NODE_44207_length_652_cov_1.700516	0	97.47205	99.06104	138.3733	0	290.5948	0	0	106.1034	324.49673	0	213.53203	206.66512	0	0	0	257.4315	184.446	227.57898	0	64.27372	0	73.070145	148.2077	88.92548	0	0	0	0	0	79.26043	0	71.34385	61.994934	103.6993	129.71872	119.78244	245.88316	237.22311	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_44320_length_651_cov_4.115517	0	78.09743	0	0	0	171.2007	0	0	0	649.99036	0	0	68.9942	0	0	309.97064	0	0	70.13187	0	0	0	0	0	0	0	0	0	0	0	0	124.022255	150.84618	0	356.0866	0	23.993288	46.173912	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_44381_length_651_cov_2.472414	0	0	0	0	0	0	0	0	0	342.1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.18471	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_46065_length_644_cov_3.916230	0	0	200.58322	0	283.72314	0	0	0	0	484.14615	0	0	0	0	0	0	86.87646	0	0	0	0	0	88.773415	0	0	0	0	0	0	0	44.580578	0	0	125.53012	59.99285	0	0	0	432.30594	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_46350_length_643_cov_2.671329	0	0	0	0	0	0	0	0	0	190.49608	0	0	0	0	114.00903	117.6852	0	0	0	0	0	0	0	0	27.05105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_47164_length_640_cov_2.818981	0	0	0	0	0	0	0	0	0	295.78305	349.71393	237.31174	0	0	0	0	69.93555	0	0	0	0	0	267.98474	362.36786	36.237137	306.82922	0	0	0	0	0	0	0	328.41818	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H2O-A_NODE_49089_length_633_cov_1.975089	0	0	0	0	0	0	0	0	0	246.27972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.88987	0	55.4014	0	Duplopiviricetes	Durnavirales	Fungi	Pisuviricota
T1-R-H2O-A_NODE_51875_length_623_cov_8.188406	0	0	0	0	0	0	0	0	222.08481	178.73775	0	0	168.2218	82.33495	78.44603	0	0	0	0	92.14397	0	0	61.177185	0	93.06487	114.61883	127.56154	0	0	0	36.866634	388.78885	0	0	0	135.75699	137.89403	377.9516	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-A_NODE_53364_length_618_cov_4.892139	226.7549	411.3384	0	106.1717	0	0	0	0	0	576.5883	226.35207	163.83981	48.452236	0	79.0807	0	506.97614	700.5366	221.63033	185.77895	0	211.02557	92.508224	78.18077	150.10852	144.43271	0	0	0	0	204.40701	0	133.81142	183.13585	0	164.22643	88.46069	129.70535	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H2O-A_NODE_54337_length_615_cov_3.088235	0	0	126.02499	0	0	253.71109	0	0	0	344.01932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.51377	25.397774	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-A_NODE_54597_length_614_cov_5.058932	0	0	0	0	0	0	0	0	0	108.814606	0	0	0	0	106.127846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.17697	0	0	0	464.26428	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H2O-A_NODE_55946_length_610_cov_2.836735	0	0	0	0	0	0	0	0	0	547.64075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444.69574	0	0	0	0	0	0	0	0	0	0	0	Duplopiviricetes	Durnavirales	Fungi	Pisuviricota
T1-R-H2O-A_NODE_59596_length_600_cov_1.062382	0	0	0	95.68724	0	0	0	0	0	92.79468	0	0	99.8116	0	0	0	93.2474	0	95.11635	0	0	0	79.40289	64.42095	0	0	0	0	0	81.74824	0	0	0	0	0	0	143.17995	75.14803	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T1-R-H2O-B_NODE_7_length_5452_cov_12.113362	0	0	0	0	0	0	0	0	0	0	2760.7644	0	0	212.63017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T1-R-H2O-B_NODE_19_length_4377_cov_13.696470	0	0	0	0	0	0	0	0	0	0	767.02167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4670.4336	0	0	0	0	0	1230.0748	0	0	0	1503.9908	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H2O-B_NODE_32_length_4043_cov_47.888469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410.14377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-B_NODE_36_length_3997_cov_3.401426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.63898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Alsuviricetes	Tymovirales	NA	Kitrinoviricota
T1-R-H2O-B_NODE_42_length_3858_cov_5.074993	0	0	0	0	116.58027	155.99767	0	0	0	0	311.82373	196.83711	308.51566	202.09412	0	219.02525	0	0	0	0	0	0	143.24628	205.38562	76.644646	106.426476	0	0	0	0	0	0	0	121.5345	0	0	67.81463	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-B_NODE_58_length_3533_cov_8.330445	0	0	0	69.64418	0	0	0	0	0	0	197.96996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-B_NODE_125_length_2924_cov_11.787242	0	0	0	0	0	0	0	0	0	152.33054	1597.8722	238.06921	0	1231.4933	197.7829	0	156.90054	0	0	0	0	347.88907	492.05896	0	198.28801	0	96.17118	0	0	0	0	0	0	116.11965	0	323.95963	0	0	359.69644	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H2O-B_NODE_137_length_2886_cov_6.275311	0	0	196.94133	139.25378	0	0	174.85074	0	0	0	499.24512	289.44464	168.6007	0	0	144.21126	0	0	0	0	75.023125	162.67833	277.33234	284.604	150.67415	197.94188	127.092354	0	0	251.53304	159.1678	0	75.21676	268.9111	368.1474	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-B_NODE_141_length_2832_cov_25.112640	0	0	0	0	0	0	0	145.58876	0	507.22516	3566.2917	205.58078	0	2075.6958	163.94168	0	0	322.7284	161.21414	0	0	815.08624	874.77765	0	493.39832	189.10895	0	0	232.15472	148.94806	0	0	0	468.14935	0	857.1146	162.7045	0	382.30447	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H2O-B_NODE_147_length_2797_cov_6.987161	0	0	0	0	0	0	0	0	0	0	265.0674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H2O-B_NODE_154_length_2757_cov_9.300819	334.01672	410.30893	641.89545	0	0	477.0147	230.9019	0	0	254.4533	725.5581	316.75995	184.63518	275.3577	230.44408	457.45123	539.8	0	484.3792	0	157.06691	373.6921	293.76477	546.7719	159.8272	0	0	0	431.08063	0	0	0	114.35489	357.73123	150.64581	279.16107	135.97067	81.77154	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H2O-B_NODE_159_length_2724_cov_9.615907	0	0	0	0	0	0	0	0	0	0	349.20038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H2O-B_NODE_169_length_2689_cov_19.437357	0	0	0	0	0	219.67044	127.03176	218.49686	0	513.4938	2632.2834	353.0111	0	2037.2896	242.32985	234.50967	399.4831	0	0	0	0	557.73846	698.0604	0	334.20636	0	193.23805	0	258.60645	0	0	0	0	198.42068	377.15848	374.28845	145.21783	0	345.11597	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
